date,val1,val2,val3,val4,val5,val6
2025-02-05,-0.4389388270640977,0.26767243345680336,1e-05,0.559395664291743,1.9657067522013176e-17,0.3631123919308358
2025-02-06,-0.10965001529021234,-0.02871726224960788,1.8124082332430294,-0.40799408653525,0.25940594035548425,0.21501117860644173
2025-02-07,-0.20127868640770127,-0.023907629514154885,1.6727486622159675,-0.36315851287733136,0.34964541864496806,0.18903039734907806
2025-02-10,-0.4746782762485758,-0.003938520489295733,1.3593107128108852,-0.26260307703845126,0.5432169129241226,0.1332284003971425
2025-02-11,-0.4543818502324746,-0.04420120454593515,1.3766259834028276,-0.2272074169644889,0.5685812130929714,0.12597628540052622
2025-02-12,-0.5010844162726683,-0.03975892626123915,1.3330773391961943,-0.21352302389019878,0.6045013785667531,0.11562140672995602
2025-02-13,-0.5046570336316274,-0.03316020769803046,1.3343576572010374,-0.21471768331799435,0.6046953915419538,0.11569890979300983
2025-02-14,-0.9429818894504971,0.35599739938978564,0.8499909111448535,0.2116866814981308,0.45809165644707767,0.15879174718300765
2025-02-17,-0.46658112244845856,-0.0472699932268772,1.3657419783224747,-0.2141322926735543,0.5776265256382194,0.12419850121300181
2025-02-18,-0.29940153869731256,-0.09616381010738144,1.540217741603866,-0.2458518234209715,0.5090569278952715,0.14452996982504027
2025-02-19,-0.18925895579148563,-0.11965431199148771,1.6821856690653838,-0.28667150106915407,0.44191196018037227,0.16448910647353604
2025-02-20,-0.25578845126728306,-0.09873516534963114,1.5964967306081166,-0.2643381875311687,0.4712294035575139,0.15603066780285055
2025-02-21,0.2653748075443023,-0.5527849721189354,2.095262225528119,-0.5129674591040766,0.42768692928651153,0.16907740225083476
2025-02-24,-0.7486837888775186,0.18148804907228383,0.31582799903428943,0.3187784407837679,0.8164813231584754,0.054407890075338756
2025-02-25,-0.7122090092605473,0.13686015387924902,0.2481734141255761,0.30155449590279854,0.8737763902050706,0.03746566509850572
2025-02-27,-0.7914508237669171,0.19864084513695265,0.33863898382700347,0.32155858484911565,0.8320360097461346,0.04997275743110406
2025-02-28,-0.9999999999999999,0.2978708546579292,0.09969291188551588,0.5660452435284723,0.7967874924672916,0.06053138522213139
2025-03-03,-0.552384362476141,-0.07730711747923304,1.2668868436897813,-0.04858298996155564,0.6406655135301753,0.1074167148166256
2025-03-04,-0.5997828541706174,-0.06633081408913781,1.235126359452022,-0.04102547322953497,0.673210167870633,0.09780408277508205
2025-03-05,-0.4339650630026526,-0.10602747632285306,1.3811355959513392,-0.08328125863639814,0.5949086094798556,0.12138291368736716
2025-03-06,-0.34565291863012987,-0.1149404065084574,1.4869430398498333,-0.15097540985683378,0.5633343399103149,0.13099969802690412
2025-03-07,-0.32645458813226963,-0.11849933505225169,1.5084044111011532,-0.1607030588319708,0.5468805330459434,0.13609786134970026
2025-03-10,-0.3667392835079881,-0.10854721809128498,1.4637101998232616,-0.14746818549021315,0.5665044212317227,0.13067091608809342
2025-03-11,-0.402568446983017,-0.09915505321156584,1.42632373320069,-0.1471994135983526,0.576534141022508,0.12780047480517434
2025-03-12,1.0,-1.0,15.704857406962887,-18.967868443692588,1.0,-0.31036201277595327
2025-03-13,-0.38495294838697425,-0.1081770433276904,1.4444965407460106,-0.1271031714703344,0.5771786342570449,0.12791234593902143
