Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
BANKNIFTY,13-Jun-2025,28-Aug-2025,CE,50500.00,-,-,-,6221.90,-,5937.45,-,-,-,-,-,55527.35
BANKNIFTY,13-Jun-2025,26-Jun-2025,CE,55800.00,499.00,646.60,486.55,546.70,548.10,546.70,44148.00,7.47,-739030.05,233280.00,84300.00,55527.35
BANKNIFTY,13-Jun-2025,28-Aug-2025,CE,55500.00,1825.00,1835.00,1825.00,1835.00,1835.00,1835.00,3.00,-,-58.27,140.00,105.00,55527.35
BANKNIFTY,13-Jun-2025,31-Jul-2025,CE,51400.00,-,-,-,4657.50,4657.50,4758.20,-,-,-,70.00,-,55527.35
BANKNIFTY,13-Jun-2025,28-Aug-2025,CE,54100.00,-,-,-,3530.95,-,3190.95,-,-,-,-,-,55527.35
BANKNIFTY,13-Jun-2025,26-Jun-2025,CE,59200.00,20.20,28.35,17.55,20.50,18.45,20.50,5739.00,1.02,-101923.62,74940.00,-4590.00,55527.35
BANKNIFTY,13-Jun-2025,31-Jul-2025,CE,51100.00,-,-,-,4932.15,4932.15,5021.35,-,-,-,140.00,-,55527.35
BANKNIFTY,13-Jun-2025,28-Aug-2025,CE,54900.00,-,-,-,3043.25,-,2701.45,-,-,-,-,-,55527.35
BANKNIFTY,13-Jun-2025,31-Jul-2025,CE,60000.00,133.25,163.60,118.45,124.25,120.05,124.25,4230.00,0.89,-88829.11,139860.00,11165.00,55527.35
BANKNIFTY,13-Jun-2025,31-Jul-2025,CE,52900.00,-,-,-,3633.50,3633.50,3525.10,-,-,-,70.00,-,55527.35
BANKNIFTY,13-Jun-2025,26-Jun-2025,CE,53600.00,2200.05,2200.05,2050.00,2130.00,2160.00,2130.00,37.00,0.01,-594.95,2280.00,30.00,55527.35
BANKNIFTY,13-Jun-2025,26-Jun-2025,CE,49800.00,-,-,-,5900.00,5900.00,5833.95,-,-,-,1830.00,-,55527.35
BANKNIFTY,13-Jun-2025,31-Jul-2025,CE,47000.00,-,-,-,9144.10,-,8914.60,-,-,-,-,-,55527.35
BANKNIFTY,13-Jun-2025,26-Jun-2025,CE,47500.00,-,-,-,9400.00,9400.00,8128.25,-,-,-,120.00,-,55527.35
BANKNIFTY,13-Jun-2025,31-Jul-2025,CE,59800.00,-,-,-,1029.85,-,394.85,-,-,-,-,-,55527.35
BANKNIFTY,13-Jun-2025,31-Jul-2025,CE,60300.00,-,-,-,910.85,-,318.20,-,-,-,-,-,55527.35
BANKNIFTY,13-Jun-2025,26-Jun-2025,CE,44500.00,-,-,-,11105.00,11105.00,11121.90,-,-,-,90.00,-,55527.35
BANKNIFTY,13-Jun-2025,28-Aug-2025,CE,50700.00,-,-,-,6054.20,-,5765.55,-,-,-,-,-,55527.35
BANKNIFTY,13-Jun-2025,26-Jun-2025,CE,59000.00,30.10,33.00,20.70,23.70,22.10,23.70,124424.00,22.03,-2202282.77,1472250.00,619560.00,55527.35
BANKNIFTY,13-Jun-2025,26-Jun-2025,CE,48500.00,-,-,-,7233.35,7350.00,7130.45,-,-,-,1230.00,-,55527.35
BANKNIFTY,13-Jun-2025,26-Jun-2025,CE,60400.00,12.90,13.00,8.65,10.60,9.75,10.60,1929.00,0.35,-34953.13,26670.00,-9210.00,55527.35
BANKNIFTY,13-Jun-2025,31-Jul-2025,CE,50100.00,-,-,-,6384.25,-,5928.95,-,-,-,-,-,55527.35
BANKNIFTY,13-Jun-2025,31-Jul-2025,CE,59900.00,-,-,-,1004.45,-,378.40,-,-,-,-,-,55527.35
BANKNIFTY,13-Jun-2025,24-Dec-2025,CE,52500.00,-,-,-,5438.60,-,5967.50,-,-,-,-,-,55527.35
BANKNIFTY,13-Jun-2025,28-Aug-2025,CE,61400.00,-,-,-,652.95,-,456.20,-,-,-,-,-,55527.35
BANKNIFTY,13-Jun-2025,31-Jul-2025,CE,57200.00,700.00,705.45,616.50,636.55,633.25,636.55,164.00,0.03,-3283.25,8050.00,210.00,55527.35
BANKNIFTY,13-Jun-2025,26-Mar-2026,CE,51000.00,-,-,-,6247.50,-,8087.10,-,-,-,-,-,55527.35
BANKNIFTY,13-Jun-2025,31-Jul-2025,CE,51300.00,-,-,-,4766.15,4766.15,4845.40,-,-,-,140.00,-,55527.35
BANKNIFTY,13-Jun-2025,28-Aug-2025,CE,51200.00,-,-,-,5643.10,-,5344.05,-,-,-,-,-,55527.35
BANKNIFTY,13-Jun-2025,31-Jul-2025,CE,59700.00,158.70,199.85,139.35,146.25,142.15,146.25,95.00,0.02,-1985.01,6020.00,875.00,55527.35
BANKNIFTY,13-Jun-2025,26-Jun-2025,CE,59100.00,28.40,30.25,19.50,22.50,22.60,22.50,4411.00,0.78,-78206.25,64260.00,3600.00,55527.35
BANKNIFTY,13-Jun-2025,28-Aug-2025,CE,52000.00,-,-,-,5011.50,-,4697.15,-,-,-,-,-,55527.35
BANKNIFTY,13-Jun-2025,31-Jul-2025,CE,58800.00,273.05,273.05,243.95,255.80,251.40,255.80,264.00,0.05,-5433.07,2485.00,770.00,55527.35
BANKNIFTY,13-Jun-2025,26-Jun-2025,CE,49600.00,-,-,-,6100.00,6100.00,6033.25,-,-,-,60.00,-,55527.35
BANKNIFTY,13-Jun-2025,26-Jun-2025,CE,49500.00,6200.05,6200.05,6000.00,6000.00,6000.00,6132.95,36.00,0.01,-534.59,12780.00,-1050.00,55527.35
