Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
BANKNIFTY,28-Mar-2025,26-Jun-2025,CE,55600.00,-,-,-,883.45,-,573.00,-,-,-,-,-,-
BANKNIFTY,28-Mar-2025,24-Apr-2025,CE,50600.00,1722.15,1783.75,1414.15,1543.95,1556.70,1543.95,652.00,0.10,-9897.26,20130.00,-810.00,-
BANKNIFTY,28-Mar-2025,26-Jun-2025,CE,54600.00,-,-,-,1172.00,-,822.50,-,-,-,-,-,-
BANKNIFTY,28-Mar-2025,29-May-2025,CE,53500.00,507.65,574.25,435.45,506.65,517.00,506.65,2157.00,0.35,-34619.50,41460.00,18030.00,-
BANKNIFTY,28-Mar-2025,29-May-2025,CE,49800.00,-,-,-,2988.85,2988.85,2803.35,-,-,-,30.00,-,-
BANKNIFTY,28-Mar-2025,29-May-2025,CE,46900.00,-,-,-,3488.25,-,5258.45,-,-,-,-,-,-
BANKNIFTY,28-Mar-2025,29-May-2025,CE,45000.00,-,-,-,7100.00,7100.00,7074.40,-,-,-,390.00,-,-
BANKNIFTY,28-Mar-2025,29-May-2025,CE,44500.00,-,-,-,5335.80,-,7562.90,-,-,-,-,-,-
BANKNIFTY,28-Mar-2025,24-Apr-2025,CE,50500.00,1815.95,1864.80,1472.20,1627.70,1625.00,1627.70,6266.00,0.98,-94928.92,280140.00,-8580.00,-
BANKNIFTY,28-Mar-2025,29-May-2025,CE,49400.00,-,-,-,1025.25,1025.25,3104.90,-,-,-,480.00,-,-
BANKNIFTY,28-Mar-2025,24-Apr-2025,CE,56600.00,28.80,32.80,17.05,19.95,19.50,19.95,5143.00,0.87,-87327.27,28770.00,24630.00,-
BANKNIFTY,28-Mar-2025,24-Apr-2025,CE,54900.00,63.80,79.40,47.75,55.60,54.20,55.60,9194.00,1.52,-151423.66,37920.00,28230.00,-
BANKNIFTY,28-Mar-2025,24-Apr-2025,CE,50900.00,1477.15,1560.25,1192.00,1327.65,1341.05,1327.65,1356.00,0.21,-20705.91,12090.00,3420.00,-
BANKNIFTY,28-Mar-2025,24-Apr-2025,CE,50000.00,2134.70,2286.35,1870.00,2031.40,2050.50,2031.40,8156.00,1.27,-122338.73,417210.00,-12480.00,-
BANKNIFTY,28-Mar-2025,24-Apr-2025,CE,46300.00,-,-,-,2472.00,2472.00,5490.60,-,-,-,120.00,-,-
BANKNIFTY,28-Mar-2025,24-Apr-2025,CE,45000.00,7030.00,7080.00,6600.00,6801.15,6789.70,6801.15,85.00,0.01,-1147.49,68640.00,1080.00,-
BANKNIFTY,28-Mar-2025,29-May-2025,CE,54600.00,-,-,-,437.70,-,511.15,-,-,-,-,-,-
BANKNIFTY,28-Mar-2025,29-May-2025,CE,51400.00,1523.30,1604.90,1390.05,1493.40,1500.00,1493.40,213.00,0.03,-3284.43,3210.00,1980.00,-
BANKNIFTY,28-Mar-2025,24-Apr-2025,CE,54600.00,90.00,100.85,59.00,68.05,66.20,68.05,10296.00,1.69,-168646.79,34230.00,21510.00,-
BANKNIFTY,28-Mar-2025,24-Apr-2025,CE,49800.00,2305.00,2340.00,2040.00,2340.00,2340.00,2227.80,69.00,0.01,-1030.85,7920.00,-780.00,-
BANKNIFTY,28-Mar-2025,26-Jun-2025,CE,52900.00,1095.70,1095.70,1049.80,1049.80,1049.80,1427.55,29.00,-,-460.23,870.00,870.00,-
BANKNIFTY,28-Mar-2025,26-Jun-2025,CE,48400.00,-,-,-,4581.65,-,4275.25,-,-,-,-,-,-
BANKNIFTY,28-Mar-2025,26-Jun-2025,CE,51000.00,2382.00,2382.10,2099.00,2214.15,2209.05,2214.15,162.00,0.03,-2478.57,63240.00,30.00,-
BANKNIFTY,28-Mar-2025,29-May-2025,CE,50200.00,2298.00,2298.00,2210.00,2250.00,2250.00,2517.20,3.00,-,-45.18,1410.00,90.00,-
BANKNIFTY,28-Mar-2025,24-Apr-2025,CE,49600.00,2464.95,2464.95,2158.55,2344.00,2344.00,2344.00,6.00,-,-89.28,10800.00,-,-
BANKNIFTY,28-Mar-2025,24-Apr-2025,CE,44800.00,-,-,-,5531.55,-,6980.00,-,-,-,-,-,-
BANKNIFTY,28-Mar-2025,26-Jun-2025,CE,48300.00,-,-,-,4659.25,-,4357.05,-,-,-,-,-,-
BANKNIFTY,28-Mar-2025,26-Jun-2025,CE,50100.00,-,-,-,3362.00,-,2994.30,-,-,-,-,-,-
BANKNIFTY,28-Mar-2025,29-May-2025,CE,51900.00,1208.30,1291.75,1101.10,1205.45,1212.10,1205.45,475.00,0.08,-7395.67,10950.00,7440.00,-
BANKNIFTY,28-Mar-2025,29-May-2025,CE,54800.00,-,-,-,408.55,-,466.40,-,-,-,-,-,-
BANKNIFTY,28-Mar-2025,29-May-2025,CE,47600.00,-,-,-,3024.85,-,4618.25,-,-,-,-,-,-
BANKNIFTY,28-Mar-2025,29-May-2025,CE,49200.00,-,-,-,2111.25,-,3261.00,-,-,-,-,-,-
BANKNIFTY,28-Mar-2025,29-May-2025,CE,50400.00,-,-,-,801.75,801.75,2380.15,-,-,-,30.00,-,-
BANKNIFTY,28-Mar-2025,29-May-2025,CE,44700.00,-,-,-,5168.65,-,7367.20,-,-,-,-,-,-
BANKNIFTY,28-Mar-2025,24-Apr-2025,CE,47700.00,3960.40,3960.40,3960.40,3960.40,3960.40,3960.40,1.00,-,-14.31,2850.00,-30.00,-
BANKNIFTY,28-Mar-2025,26-Jun-2025,CE,48100.00,-,-,-,4816.15,-,4522.55,-,-,-,-,-,-
BANKNIFTY,28-Mar-2025,26-Jun-2025,CE,49000.00,3625.00,3650.00,3531.15,3531.15,3531.15,3798.50,6.00,-,-88.20,180.00,180.00,-
BANKNIFTY,28-Mar-2025,29-May-2025,CE,43000.00,-,-,-,9004.00,9004.00,9038.80,-,-,-,60.00,-,-
BANKNIFTY,28-Mar-2025,24-Apr-2025,CE,55400.00,50.10,59.05,34.55,38.65,38.25,38.65,6537.00,1.09,-108643.85,17940.00,10800.00,-
BANKNIFTY,28-Mar-2025,26-Jun-2025,CE,54400.00,-,-,-,1237.50,-,881.25,-,-,-,-,-,-
BANKNIFTY,28-Mar-2025,26-Jun-2025,CE,56600.00,-,-,-,655.30,-,388.35,-,-,-,-,-,-
BANKNIFTY,28-Mar-2025,26-Jun-2025,CE,55900.00,-,-,-,811.35,-,511.40,-,-,-,-,-,-
BANKNIFTY,28-Mar-2025,26-Jun-2025,CE,53400.00,-,-,-,1607.05,-,1223.80,-,-,-,-,-,-
